id_registro,edad,genero,horas_diarias_juego,genero_juego,juego_principal,plataforma_juego,horas_sueno,calidad_sueno,frecuencia_interrupcion_sueno,rendimiento_academico_laboral,promedio_calificaciones,puntaje_productividad,estado_animo,frecuencia_cambios_humor,sintomas_abstinencia,perdida_otros_intereses,continuo_pese_problemas,fatiga_visual,dolor_espalda_cuello,cambio_peso_kg,horas_ejercicio_semanal,puntaje_aislamiento_social,horas_socializacion_presencial,gasto_mensual_juegos_usd,anos_jugando,nivel_riesgo_adiccion
GD0457,20,Masculino,4.1,Strategy,Age of Empires,Multi-plataforma,5.3,Regular,Rara vez,Promedio,1.04,2,Enojado,Diariamente,NO,NO,NO,NO,NO,2,7.2,1,9.1,39.06,3,Bajo
GD0458,30,Masculino,5.9,Juegos móviles,PUBG Mobile,PC,5.3,Buena,Siempre,Promedio,,1,Irritable,Nunca,NO,NO,NO,SI,NO,0.3,6.1,4,9.5,32.6,8,Bajo
GD0459,16,Masculino,8.5,Battle Royale,Fortnite,Móvil,3.3,Mala,Nunca,Promedio,1.52,,Enojado,A veces,NO,NO,SI,SI,SI,0.9,5.8,5,7.4,97.89,3,Moderado
GD0460,21,Masculino,7.7,RPG,Elden Ring,PC,3.3,Muy Mala,Frecuentemente,Por debajo del promedio,2.28,9,Ansioso,Frecuentemente,SI,SI,NO,SI,SI,1.2,4.4,5,3.3,93.4,8,Alto
GD0461,16,Masculino,6,RPG,Elden Ring,PC,6.6,Buena,Rara vez,Promedio,3.61,,Inquieto,A veces,NO,NO,NO,SI,SI,1.6,6,3,8.7,35.94,4,Bajo
GD0462,21,Masculino,5.5,MMO,Final Fantasy XIV,Consola,5.5,Buena,Siempre,Deficiente,1.07,3,Inquieto,A veces,NO,SI,NO,SI,NO,2.4,6.7,3,7.8,96.1,2,Moderado
GD0466,18,Masculino,5.7,Strategy,StarCraft II,Móvil,6.9,Regular,Siempre,Por debajo del promedio,1.87,,Irritable,A veces,NO,SI,NO,SI,SI,0.7,7.1,4,6.4,30.5,4,Moderado
GD0468,14,Masculino,2.9,MOBA,Mobile Legends,Móvil,8.8,Mala,Aveces,Bueno,3.59,,Normal,Diariamente,NO,NO,NO,NO,NO,1,8.9,1,11.7,36.59,4,Bajo
GD0469,14,Masculino,9.7,Juegos móviles,Candy Crush,Multi-plataforma,3.6,Muy Mala,Rara vez,Deficiente,3.53,,Irritable,A veces,NO,NO,NO,SI,SI,1.4,5.4,6,2.8,302.88,3,Moderado
GD0470,16,Masculino,1.9,RPG,Elden Ring,Consola,7.5,Buena,Rara vez,Excelente,3.01,,Normal,A veces,NO,NO,NO,NO,NO,0.1,7,1,11.5,28.1,6,Bajo
GD0472,14,Masculino,5.5,Battle Royale,Warzone,Móvil,5.4,Regular,Rara vez,Promedio,2.44,,Ansioso,Nunca,NO,SI,NO,SI,NO,2.4,7,4,7.5,57.54,2,Moderado
GD0473,26,Masculino,1,RPG,Cyberpunk 2077,Móvil,8.9,Buena,Aveces,Bueno,,8,Normal,Nunca,NO,NO,NO,NO,NO,0.3,8.3,1,13.8,1.31,8,Bajo
GD0474,20,Masculino,9.3,MOBA,Dota 2,Multi-plataforma,5.3,Insomnio,Siempre,Deficiente,1.8,10,Inquieto,Frecuentemente,SI,SI,SI,SI,NO,4.1,5.9,6,1.9,323.47,1,Severo
GD0475,30,Masculino,11.6,MMO,Elder Scrolls Online,PC,4.5,Insomnio,Aveces,Promedio,,3,Ansioso,Diariamente,SI,SI,NO,SI,NO,5.4,2.6,7,2.5,317.18,10,Severo
GD0477,25,Masculino,1.1,MMO,Elder Scrolls Online,Multi-plataforma,8,Buena,Nunca,Excelente,,6,Emocionado,A veces,NO,NO,NO,NO,NO,0.2,7.7,1,12.2,47.51,4,Bajo
GD0478,19,Masculino,4,MMO,World of Warcraft,Móvil,6.7,Regular,Aveces,Promedio,2.89,10,Ansioso,Diariamente,NO,NO,NO,NO,NO,0.2,7,2,10.5,8.23,7,Bajo
GD0479,23,Masculino,4,FPS,Valorant,Móvil,5.6,Mala,Nunca,Bueno,,5,Eufórico,A veces,NO,NO,NO,NO,NO,1.6,7.1,2,12.3,41.19,7,Bajo
GD0482,24,Masculino,2.1,MOBA,Mobile Legends,PC,9,Regular,Frecuentemente,Bueno,,10,Irritable,A veces,NO,NO,NO,NO,NO,0.5,7.4,1,12,48.98,9,Bajo
GD0483,22,Masculino,1.8,RPG,Cyberpunk 2077,Multi-plataforma,7.5,Regular,Nunca,Bueno,3.3,10,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.1,9.4,1,15,15.91,7,Bajo
GD0484,22,Masculino,8.1,FPS,Call of Duty,Multi-plataforma,5.5,Regular,Nunca,Por debajo del promedio,3.18,4,Enojado,Nunca,NO,SI,NO,SI,SI,1,4.8,5,5.8,121.33,10,Moderado
GD0485,15,Masculino,11.2,Battle Royale,Fortnite,Consola,3.9,Mala,Nunca,Por debajo del promedio,3.62,,Inquieto,Nunca,SI,SI,SI,SI,SI,1.1,3.6,6,1.1,352.98,5,Severo
GD0486,21,Masculino,11.6,MMO,Final Fantasy XIV,Móvil,5.4,Muy Mala,Siempre,Deficiente,2.57,3,Ansioso,Nunca,SI,NO,NO,NO,NO,3.5,3.8,10,0,426.48,3,Alto
GD0487,30,Masculino,12.4,Strategy,Civilization VI,Consola,5.3,Muy Mala,Rara vez,Promedio,,4,Inquieto,A veces,SI,SI,NO,NO,SI,2.1,4.7,9,0,238.32,3,Severo
GD0490,28,Masculino,0.9,Battle Royale,Fortnite,Multi-plataforma,8.4,Buena,Rara vez,Promedio,,2,Eufórico,Frecuentemente,NO,NO,NO,NO,NO,0.6,7.9,1,12,7.57,8,Bajo
GD0492,24,Masculino,14.1,Battle Royale,Fortnite,Multi-plataforma,3.9,Insomnio,Frecuentemente,Por debajo del promedio,,2,Ansioso,Frecuentemente,SI,SI,SI,SI,SI,2.2,4.8,10,0,394.74,14,Severo
GD0494,20,Masculino,6,FPS,CS:GO,Consola,6.5,Muy Mala,Frecuentemente,Por debajo del promedio,3.43,9,Enojado,Rara vez,NO,SI,NO,SI,NO,1.2,6.4,5,10.7,95.85,10,Moderado
GD0496,16,Masculino,7.9,MMO,World of Warcraft,PC,5.1,Regular,Frecuentemente,Promedio,3.47,,Irritable,Rara vez,NO,SI,NO,NO,SI,3,7.8,5,5.5,136.26,4,Moderado
GD0497,27,Masculino,9.1,MMO,Final Fantasy XIV,PC,5.9,Muy Mala,Nunca,Reprobando,,8,Ansioso,Rara vez,SI,NO,NO,SI,SI,0.2,6.4,6,5.1,224.46,5,Alto
GD0498,22,Masculino,9.5,Battle Royale,Fortnite,PC,3.7,Regular,Siempre,Promedio,1.14,4,Enojado,Rara vez,NO,SI,NO,SI,SI,2.2,5.7,6,3.3,207.65,4,Alto
GD0499,20,Masculino,5.9,Battle Royale,PUBG,Multi-plataforma,6.7,Buena,Siempre,Promedio,2.14,8,Inquieto,Frecuentemente,NO,NO,NO,NO,SI,0.3,5.4,3,10.7,131.7,6,Bajo
GD0501,18,Masculino,9.6,Battle Royale,Apex Legends,Multi-plataforma,3.7,Muy Mala,Siempre,Deficiente,3.97,,Inquieto,Rara vez,NO,NO,NO,SI,SI,6.7,5.6,6,2.3,82.52,4,Moderado
GD0503,19,Masculino,7.5,RPG,Skyrim,PC,3.3,Insomnio,Aveces,Promedio,1.78,4,Deprimido,Diariamente,NO,NO,NO,NO,NO,1,8,5,7.3,70.7,5,Bajo
GD0504,14,Masculino,3.5,MMO,Elder Scrolls Online,Multi-plataforma,7.9,Mala,Nunca,Bueno,2.45,,Inquieto,Rara vez,NO,NO,NO,NO,NO,1.1,7.9,3,11.2,10.74,2,Bajo
GD0507,21,Masculino,5.5,FPS,Valorant,Multi-plataforma,6.3,Regular,Aveces,Por debajo del promedio,3.86,4,Irritable,Frecuentemente,NO,NO,NO,SI,NO,1.6,9.1,3,6,91.49,11,Bajo
GD0508,18,Masculino,4.6,FPS,Overwatch,PC,6.8,Buena,Siempre,Deficiente,3.77,,Enojado,A veces,NO,NO,NO,SI,NO,2.4,8.5,2,7.1,96.69,7,Bajo
GD0509,18,Masculino,3.5,FPS,Overwatch,Multi-plataforma,8.4,Buena,Nunca,Bueno,3.76,,Emocionado,Rara vez,NO,NO,NO,NO,NO,1,10,1,12.8,38.67,6,Bajo
GD0510,19,Masculino,5.7,Battle Royale,Warzone,PC,6.4,Buena,Siempre,Por debajo del promedio,2.06,7,Eufórico,Diariamente,NO,SI,NO,SI,SI,4.3,6.6,6,10,89.3,6,Moderado
GD0511,22,Masculino,1,Strategy,Age of Empires,Consola,8,Regular,Aveces,Bueno,3.87,9,Ansioso,Diariamente,NO,NO,NO,NO,NO,0.1,11.3,1,14.9,7.33,6,Bajo
GD0513,14,Masculino,2.1,MOBA,Dota 2,Consola,7.3,Regular,Aveces,Excelente,3.63,,Normal,Diariamente,NO,NO,NO,NO,NO,0.5,8.2,3,12.1,41.89,3,Bajo
GD0515,15,Masculino,11.2,Strategy,StarCraft II,Multi-plataforma,3.4,Muy Mala,Aveces,Por debajo del promedio,2.41,,Irritable,Nunca,SI,NO,NO,NO,NO,3,4.6,8,0.6,436.35,5,Alto
GD0516,17,Masculino,6.3,Battle Royale,Warzone,Multi-plataforma,6.2,Mala,Frecuentemente,Promedio,2.2,,Normal,Rara vez,NO,SI,NO,NO,SI,0.1,7.1,4,9.9,85.83,3,Moderado
GD0517,20,Masculino,12.2,Battle Royale,Apex Legends,Consola,5.3,Muy Mala,Rara vez,Por debajo del promedio,3.3,9,Irritable,Diariamente,SI,NO,NO,SI,SI,1.2,4.1,7,0.5,343.9,8,Alto
GD0518,20,Masculino,5.4,MMO,Final Fantasy XIV,Móvil,5.9,Muy Mala,Frecuentemente,Deficiente,1.63,10,Ansioso,Nunca,NO,NO,NO,SI,NO,0.2,6.9,3,9.9,114.75,9,Bajo
GD0519,16,Masculino,7.8,MOBA,Mobile Legends,Móvil,3.1,Regular,Nunca,Bueno,1.33,,Irritable,Frecuentemente,SI,NO,SI,SI,SI,0.5,4.5,5,6,50.64,2,Alto
GD0520,21,Masculino,3.1,Juegos móviles,Clash of Clans,Consola,8.7,Mala,Frecuentemente,Promedio,3.87,1,Normal,Diariamente,NO,NO,NO,NO,NO,0.5,7,1,11.2,1.5,8,Bajo
GD0521,24,Masculino,8.2,Strategy,StarCraft II,Multi-plataforma,3.6,Regular,Aveces,Deficiente,,10,Enojado,Rara vez,NO,NO,SI,SI,SI,2.1,4.1,6,5.9,29,2,Moderado
GD0522,20,Masculino,6.6,MMO,Final Fantasy XIV,Consola,4.9,Mala,Siempre,Por debajo del promedio,2.86,1,Normal,Rara vez,SI,SI,NO,SI,NO,2.5,6.8,5,6.9,35.07,6,Alto
GD0524,17,Masculino,4.6,FPS,Valorant,Multi-plataforma,6.2,Buena,Aveces,Promedio,1.61,,Inquieto,Nunca,NO,NO,NO,NO,NO,2.5,9.1,6,8.6,40.53,4,Bajo
GD0525,19,Masculino,7.3,Strategy,Civilization VI,Consola,3.2,Regular,Rara vez,Deficiente,3.31,3,Ansioso,Diariamente,SI,SI,NO,SI,SI,1.4,5.3,4,7.1,84.52,4,Alto
GD0526,16,Masculino,1.7,FPS,Valorant,Multi-plataforma,8.2,Mala,Aveces,Excelente,3.03,,Emocionado,Rara vez,NO,NO,NO,NO,NO,0.8,7.6,1,9.7,12.32,4,Bajo
GD0527,18,Masculino,4.3,FPS,Overwatch,Consola,6.9,Regular,Aveces,Por debajo del promedio,3.2,,Eufórico,A veces,NO,NO,NO,NO,NO,0,9.5,4,9,32.71,5,Bajo
GD0528,21,Masculino,1.3,FPS,Overwatch,Multi-plataforma,8.5,Regular,Frecuentemente,Promedio,3.92,8,Emocionado,Nunca,NO,NO,NO,NO,NO,0.1,9.2,1,12.2,44.99,11,Bajo
GD0529,25,Masculino,10.4,MMO,World of Warcraft,Consola,4.3,Regular,Frecuentemente,Deficiente,,3,Inquieto,A veces,SI,SI,NO,SI,NO,5,6.4,5,0.6,61.9,11,Severo
GD0532,18,Masculino,2.5,Juegos móviles,Clash of Clans,Móvil,8.9,Buena,Frecuentemente,Promedio,1.57,,Normal,Diariamente,NO,NO,NO,NO,NO,0.5,10.4,1,12.3,30.97,5,Bajo
GD0533,18,Masculino,2.6,MMO,Final Fantasy XIV,Móvil,8.8,Buena,Nunca,Excelente,2.58,,Normal,Nunca,NO,NO,NO,NO,NO,0.2,10.1,2,12.4,26.71,7,Bajo
GD0534,19,Masculino,10.2,MOBA,League of Legends,PC,3.3,Muy Mala,Rara vez,Reprobando,3.44,10,Eufórico,Diariamente,SI,NO,NO,NO,NO,0.8,6.9,7,3,207.43,1,Alto
GD0535,14,Masculino,5.8,FPS,CS:GO,Consola,6.2,Regular,Nunca,Deficiente,2.69,,Inquieto,Nunca,NO,SI,NO,SI,SI,0.4,7.1,4,9.4,88.33,1,Moderado
GD0537,18,Masculino,8,RPG,Elden Ring,PC,5,Mala,Nunca,Deficiente,3.81,,Enojado,Rara vez,NO,SI,SI,SI,SI,0.1,7.7,5,5.3,85.28,4,Alto
GD0538,18,Masculino,3.4,MMO,Elder Scrolls Online,Multi-plataforma,7.4,Mala,Nunca,Promedio,2.15,,Normal,Diariamente,NO,NO,NO,NO,NO,0.3,9,1,9.6,30.22,4,Bajo
GD0539,24,Masculino,1.2,Strategy,Age of Empires,PC,7.6,Regular,Frecuentemente,Promedio,,1,Irritable,A veces,NO,NO,NO,NO,NO,0.3,8.6,1,14.2,32.34,10,Bajo
GD0540,19,Masculino,4.3,MMO,Elder Scrolls Online,PC,6.3,Buena,Rara vez,Por debajo del promedio,2.46,10,Inquieto,A veces,NO,NO,NO,NO,NO,0.7,9.2,3,11.9,43.72,4,Bajo
GD0541,18,Masculino,10.7,Battle Royale,Apex Legends,Móvil,5.3,Regular,Nunca,Por debajo del promedio,3.11,,Deprimido,A veces,SI,SI,SI,SI,SI,4.8,4.3,7,4.3,115.6,1,Severo
GD0542,27,Masculino,3.3,Battle Royale,PUBG,Consola,8.9,Mala,Frecuentemente,Por debajo del promedio,,6,Ansioso,A veces,NO,NO,NO,NO,NO,0.4,9.3,3,9,11.66,15,Bajo
GD0543,31,Masculino,10.4,Strategy,Civilization VI,Consola,3.2,Mala,Aveces,Promedio,,10,Normal,Frecuentemente,NO,SI,SI,NO,NO,4.1,7,7,1.8,339.48,7,Severo
GD0545,16,Masculino,6.3,MMO,Elder Scrolls Online,Móvil,5.1,Mala,Aveces,Excelente,1.91,,Irritable,Diariamente,NO,NO,NO,NO,NO,0.8,7.7,3,4.8,33.58,4,Bajo
GD0546,19,Masculino,6.2,MMO,World of Warcraft,Móvil,6.7,Regular,Frecuentemente,Promedio,3.56,6,Deprimido,Rara vez,NO,SI,NO,SI,NO,3.6,5.9,3,7.4,138.86,6,Moderado
GD0547,22,Masculino,3.2,MMO,World of Warcraft,Multi-plataforma,8.7,Mala,Aveces,Promedio,3.82,6,Retraído,A veces,NO,NO,NO,NO,NO,0.6,8.4,4,8.7,42.64,3,Bajo
GD0548,24,Masculino,7.1,FPS,Call of Duty,Consola,3.8,Buena,Nunca,Por debajo del promedio,,8,Deprimido,Diariamente,SI,SI,NO,NO,NO,2.2,6,5,4.9,96.9,13,Alto
GD0549,18,Masculino,8.4,MOBA,Dota 2,Móvil,5.2,Mala,Rara vez,Deficiente,3.2,,Inquieto,A veces,NO,NO,NO,SI,SI,0.7,4.7,5,7.2,73.02,1,Bajo
GD0551,19,Masculino,9.5,Strategy,Age of Empires,Multi-plataforma,3.2,Mala,Siempre,Excelente,1.94,5,Irritable,Diariamente,SI,SI,SI,SI,NO,0.6,4.6,6,2.4,90.31,6,Severo
GD0552,19,Masculino,6,Juegos móviles,PUBG Mobile,Consola,5.3,Regular,Rara vez,Promedio,1.42,9,Inquieto,Diariamente,NO,NO,NO,NO,NO,3.5,5.4,4,10.2,35.25,6,Bajo
GD0554,27,Masculino,4.2,Strategy,Age of Empires,PC,5.9,Buena,Siempre,Excelente,,2,Eufórico,A veces,NO,NO,NO,NO,NO,1.3,8.9,3,12.6,18.36,5,Bajo
GD0556,19,Masculino,4.8,Strategy,Age of Empires,Consola,7,Mala,Frecuentemente,Deficiente,2.78,1,Eufórico,Diariamente,NO,NO,NO,SI,NO,3.2,8.1,2,8.6,97.99,6,Bajo
GD0557,20,Masculino,11.7,Juegos móviles,PUBG Mobile,Consola,5.5,Muy Mala,Siempre,Promedio,2.69,7,Eufórico,Diariamente,SI,SI,SI,SI,NO,0.1,5.4,7,0.2,360.29,3,Severo
GD0558,26,Masculino,2.5,MOBA,Dota 2,PC,7.6,Buena,Siempre,Bueno,,4,Ansioso,Diariamente,NO,NO,NO,NO,NO,0.5,8.8,1,13.5,0.43,11,Bajo
GD0559,33,Masculino,5.2,MOBA,Mobile Legends,Consola,5.3,Buena,Rara vez,Excelente,,10,Irritable,A veces,NO,NO,NO,SI,NO,0.7,8.2,2,9.2,102.88,19,Bajo
GD0560,19,Masculino,4.6,MOBA,Mobile Legends,Multi-plataforma,5.4,Regular,Rara vez,Promedio,1.85,9,Inquieto,Nunca,NO,NO,NO,NO,NO,0.2,5.5,1,11.2,37.92,7,Bajo
GD0561,18,Masculino,4,MOBA,Mobile Legends,Multi-plataforma,5.8,Mala,Siempre,Excelente,3.29,,Normal,A veces,NO,NO,NO,NO,NO,0.1,8.7,3,13.2,26.29,4,Bajo
GD0563,16,Masculino,7.6,FPS,Valorant,Móvil,3.3,Insomnio,Siempre,Deficiente,1.73,,Retraído,Diariamente,SI,NO,NO,NO,SI,4.6,6.9,3,4.1,42.16,1,Moderado
GD0564,22,Masculino,4.5,MMO,Final Fantasy XIV,Móvil,6.9,Mala,Aveces,Por debajo del promedio,1.54,10,Eufórico,A veces,NO,NO,NO,SI,NO,2.7,7.1,2,11.8,92.49,8,Bajo
GD0566,18,Masculino,2.3,Strategy,Civilization VI,Consola,7.3,Buena,Aveces,Promedio,1.63,,Normal,Rara vez,NO,NO,NO,NO,NO,0.4,9.8,1,13.1,35.89,2,Bajo
GD0568,20,Masculino,8,MOBA,Dota 2,Multi-plataforma,5.8,Mala,Rara vez,Por debajo del promedio,2.75,6,Eufórico,Frecuentemente,SI,SI,SI,NO,SI,1.2,4.7,5,6.2,42.42,3,Severo
GD0569,13,Masculino,2.3,MOBA,League of Legends,Móvil,8.2,Regular,Siempre,Por debajo del promedio,2.99,,Normal,A veces,NO,NO,NO,NO,NO,0.1,10.6,1,10.7,13.49,1,Bajo
GD0570,34,Masculino,3.9,MOBA,Dota 2,PC,5.1,Regular,Aveces,Excelente,,2,Irritable,A veces,NO,NO,NO,NO,NO,0.1,6.5,2,8.8,23.55,17,Bajo
GD0572,17,Masculino,8.4,MMO,World of Warcraft,Consola,3.4,Mala,Siempre,Promedio,3.69,,Enojado,A veces,SI,NO,SI,NO,NO,2.7,7.9,3,2.7,76.72,1,Alto
GD0573,20,Masculino,5.3,Strategy,Civilization VI,Multi-plataforma,5.5,Muy Mala,Aveces,Deficiente,2.34,6,Irritable,A veces,NO,NO,NO,SI,NO,1.3,8.5,4,8.7,140.81,5,Bajo
GD0574,23,Masculino,3.5,Battle Royale,Warzone,Multi-plataforma,6.9,Muy Mala,Frecuentemente,Por debajo del promedio,,2,Inquieto,Frecuentemente,NO,NO,NO,NO,NO,0.4,9.4,3,12.1,11.59,2,Bajo
GD0575,23,Masculino,4.3,RPG,Elden Ring,PC,5.5,Mala,Frecuentemente,Promedio,,1,Deprimido,Frecuentemente,NO,NO,NO,NO,NO,2.4,6.4,1,12.6,6.68,6,Bajo
GD0576,21,Masculino,6.5,RPG,Skyrim,Móvil,5.7,Mala,Aveces,Reprobando,1.76,7,Ansioso,A veces,SI,SI,NO,SI,SI,1,6.2,4,5.4,132.29,4,Alto
GD0580,21,Masculino,5.9,Strategy,StarCraft II,Consola,5.1,Mala,Aveces,Deficiente,2.78,7,Normal,Nunca,NO,NO,NO,SI,SI,2.2,5.7,2,6.4,57.6,8,Bajo
GD0583,18,Masculino,9.5,RPG,Cyberpunk 2077,Consola,4.6,Mala,Siempre,Promedio,3.66,,Ansioso,Rara vez,NO,NO,NO,SI,SI,0.5,7,4,3.8,327.63,3,Moderado
GD0585,21,Masculino,8.3,MMO,Elder Scrolls Online,PC,3.8,Regular,Frecuentemente,Deficiente,1.36,4,Enojado,Nunca,SI,SI,SI,NO,NO,2.8,7.9,5,4.9,76.85,7,Severo
GD0586,16,Masculino,1,RPG,Skyrim,Multi-plataforma,7.4,Buena,Frecuentemente,Excelente,2.61,,Emocionado,Rara vez,NO,NO,NO,NO,NO,0.2,7.6,1,13.7,4.9,6,Bajo
GD0588,16,Masculino,6.9,MMO,Elder Scrolls Online,Multi-plataforma,4.7,Mala,Siempre,Por debajo del promedio,2.13,,Enojado,Diariamente,NO,NO,NO,NO,SI,0.2,8.2,4,8.4,11.92,2,Bajo
GD0590,22,Masculino,1.7,MMO,Elder Scrolls Online,Móvil,7.1,Buena,Aveces,Promedio,1.77,7,Normal,Rara vez,NO,NO,NO,NO,NO,0.1,7.6,1,11.1,42.67,11,Bajo
GD0592,20,Masculino,5.8,RPG,Elden Ring,Multi-plataforma,5.4,Buena,Nunca,Por debajo del promedio,1.5,3,Eufórico,A veces,NO,NO,NO,SI,NO,0.2,5.1,4,8.3,125.21,4,Bajo
GD0594,21,Masculino,8.6,Strategy,StarCraft II,PC,5,Regular,Aveces,Por debajo del promedio,2.71,3,Ansioso,Diariamente,SI,NO,SI,SI,SI,4,6,5,1.6,314.32,1,Severo
GD0597,22,Masculino,6,Juegos móviles,Candy Crush,PC,7,Regular,Nunca,Promedio,3.21,7,Deprimido,Diariamente,NO,SI,NO,SI,NO,3.1,8.3,4,8,114.69,3,Moderado
GD0599,19,Masculino,7.5,RPG,Cyberpunk 2077,Consola,3.2,Mala,Aveces,Reprobando,1.89,1,Deprimido,Rara vez,SI,SI,SI,SI,SI,0.9,6.9,7,6,128.77,4,Severo
GD0601,20,Masculino,1.1,RPG,Elden Ring,PC,8.4,Mala,Rara vez,Excelente,2.65,10,Normal,Rara vez,NO,NO,NO,NO,NO,0.2,9.4,1,15.4,44.51,7,Bajo
GD0602,16,Masculino,4.2,Strategy,Civilization VI,Consola,5.8,Buena,Siempre,Por debajo del promedio,2.21,,Deprimido,Diariamente,NO,NO,NO,NO,NO,1.3,6.6,2,12,34.04,2,Bajo
GD0604,21,Masculino,4.8,Juegos móviles,Candy Crush,PC,6.9,Regular,Frecuentemente,Por debajo del promedio,2.28,5,Eufórico,Diariamente,NO,NO,NO,SI,NO,1,6.4,4,6.4,29.12,10,Bajo
GD0605,19,Masculino,7.4,MOBA,League of Legends,Móvil,5.8,Muy Mala,Nunca,Bueno,3.54,5,Inquieto,Rara vez,SI,NO,NO,SI,SI,3.2,7.1,5,6.6,130.69,6,Moderado
GD0607,15,Masculino,13.2,RPG,Cyberpunk 2077,Multi-plataforma,4.2,Insomnio,Rara vez,Deficiente,3.63,,Irritable,Rara vez,SI,NO,NO,NO,NO,6.5,5.5,8,0,475.36,2,Alto
GD0608,16,Masculino,4.6,MMO,World of Warcraft,Consola,6.5,Regular,Siempre,Bueno,1.25,,Eufórico,Diariamente,NO,NO,NO,SI,NO,0.8,6.5,5,6,70.11,5,Bajo
GD0609,17,Masculino,8.7,Battle Royale,PUBG,Consola,4.7,Mala,Frecuentemente,Promedio,3.48,,Emocionado,Nunca,NO,NO,NO,SI,NO,1.9,6.6,6,1.8,119.98,3,Moderado
GD0611,20,Masculino,6.4,FPS,Call of Duty,Consola,5.4,Mala,Nunca,Promedio,1.28,6,Normal,Nunca,NO,NO,NO,SI,SI,3.9,5.9,2,7.2,80.75,6,Bajo
GD0612,20,Masculino,5.4,MMO,Final Fantasy XIV,Móvil,6,Mala,Siempre,Excelente,2.81,6,Normal,A veces,NO,NO,NO,SI,NO,1.1,6.7,3,10.2,98.4,4,Bajo
GD0613,19,Masculino,2.6,Battle Royale,PUBG,Móvil,8.6,Regular,Siempre,Deficiente,2.48,1,Ansioso,Diariamente,NO,NO,NO,NO,NO,0.9,8.2,2,11.2,19.48,7,Bajo
GD0614,17,Masculino,1.3,MOBA,Mobile Legends,PC,8.4,Buena,Rara vez,Promedio,3.15,,Normal,Nunca,NO,NO,NO,NO,NO,0.2,11.1,1,16.1,1.18,5,Bajo
GD0617,24,Masculino,8.4,MMO,Final Fantasy XIV,Multi-plataforma,4.2,Insomnio,Frecuentemente,Reprobando,,8,Ansioso,Nunca,NO,NO,SI,SI,SI,1.8,5.5,4,7.8,111.33,7,Moderado
GD0618,30,Masculino,7.2,MOBA,Mobile Legends,Móvil,4,Mala,Aveces,Por debajo del promedio,,3,Irritable,A veces,SI,SI,NO,NO,SI,1.8,6.3,5,6.3,74.44,12,Alto
GD0619,21,Masculino,6.4,Juegos móviles,PUBG Mobile,Multi-plataforma,5.6,Buena,Nunca,Excelente,2.43,5,Inquieto,Frecuentemente,NO,SI,NO,SI,SI,1.2,7.6,4,8.9,112.63,4,Moderado
GD0620,15,Masculino,2.6,Juegos móviles,Genshin Impact,Multi-plataforma,7.8,Buena,Siempre,Bueno,2.19,,Normal,Rara vez,NO,NO,NO,NO,NO,0.7,6.6,1,9.7,32.91,3,Bajo
GD0621,27,Masculino,3.4,FPS,Overwatch,Multi-plataforma,8.4,Buena,Nunca,Excelente,,2,Normal,A veces,NO,NO,NO,NO,NO,1.1,8.5,1,12.2,29.73,12,Bajo
GD0624,19,Masculino,7.7,MOBA,Dota 2,Multi-plataforma,3.5,Muy Mala,Aveces,Promedio,1.1,6,Irritable,Frecuentemente,NO,SI,NO,SI,NO,3.6,7.8,6,6,33.95,6,Moderado
GD0625,20,Masculino,4.8,MOBA,Dota 2,Móvil,5.5,Mala,Siempre,Promedio,2.5,2,Deprimido,A veces,NO,NO,NO,SI,NO,0.8,8.8,4,6.8,94.88,2,Bajo
GD0626,35,Masculino,6.9,Strategy,StarCraft II,Móvil,5.2,Muy Mala,Frecuentemente,Reprobando,,8,Normal,Nunca,SI,SI,NO,SI,NO,2.3,7.8,5,5.7,105.61,7,Alto
GD0628,16,Masculino,4.5,MMO,Final Fantasy XIV,PC,5.6,Mala,Aveces,Por debajo del promedio,2.23,,Ansioso,Frecuentemente,NO,NO,NO,NO,NO,2,7,3,8.9,77.9,2,Bajo
GD0632,23,Masculino,7,Juegos móviles,Clash of Clans,PC,3.8,Mala,Nunca,Promedio,,9,Deprimido,Frecuentemente,SI,SI,NO,SI,NO,6.2,4.8,5,9.5,128.77,5,Alto
GD0633,25,Masculino,6.2,Strategy,Age of Empires,Consola,5.9,Regular,Frecuentemente,Por debajo del promedio,,8,Inquieto,Diariamente,NO,SI,NO,NO,SI,0,8,6,10.2,30.42,4,Moderado
GD0634,24,Masculino,5.7,MMO,Elder Scrolls Online,Móvil,5.7,Mala,Aveces,Bueno,,1,Ansioso,Rara vez,NO,SI,NO,SI,NO,0.1,6.5,3,8.6,76.37,5,Moderado
GD0636,19,Masculino,9.6,RPG,Elden Ring,Consola,3.6,Mala,Aveces,Bueno,2.57,8,Inquieto,A veces,NO,SI,NO,NO,SI,4.7,7,7,0.5,451.73,8,Alto
GD0637,19,Masculino,11.1,MMO,Elder Scrolls Online,Multi-plataforma,5.9,Regular,Rara vez,Excelente,1.58,9,Enojado,A veces,NO,SI,NO,NO,SI,5.3,3.8,8,0.8,80.87,8,Alto
GD0638,24,Masculino,7.8,Juegos móviles,Clash of Clans,Consola,5.9,Insomnio,Frecuentemente,Deficiente,,6,Enojado,Diariamente,NO,SI,SI,SI,SI,0,7,3,8,143.11,10,Alto
